Username,Date,Star Rating,Title,Review Comment,Review Link,User Profile Link
"Renee764256",10-Apr-2017,1,"Never. Again.","I had been using Uber Eats because they are much more timely and nice, and randomly decided to use a Grub Hub for this order- Massive Mistake. 
My food was WELL over 1 hr late and arrived cold. When I called Grub Hub customer service- she was extremely rude, had me on the phone for about 20 minutes, and only offered a &5 Grub Hub code for my next delivery-which I will never use-bc I will only use Uber Eats from now on. 
When I asked customer service to reimburse the &5 back to my original payment method she was even more rude. Worst experience. 
Unacceptable.","",""
"Wildcamelbrainz",09-Apr-2017,5,"Convenient","...","",""
"misshansford",09-Apr-2017,3,"Enlightened","I was not aware grub hub has their own drivers. It totally changes how I feel about the app. I always thought it was the restaurants that were taking almost 2 hours for delivery. However, the app is convenient if you're willing to withstand the wait time. I've kind of learned to order before doing certain things so the wait time doesn't bother me. Nothing is perfect as of now I will continue to use Grubhub.","",""
"Kaaa10!",09-Apr-2017,4,"Good variety, pretty reliable","Generally very reliable. Responds quickly to complaints.","",""
"BagelBeliever",09-Apr-2017,5,"My go to","It's good","",""
"Cam21cam21",09-Apr-2017,5,"Amazing","Love Grubhub!!'","",""
"GirlgamerJr",09-Apr-2017,5,"Next to perfect","Delivery is ontime, pickup is there. Why I said 'next to' is because on ONE OCCASION out of the several several times I have used it before they used the wrong sauce on the pasta even when I ordered it with a different kind. Don't blame grub hub for this because I believe that it was the restaurant. 

Super easy to use with a one and done. Delivery you just have to sign it. Couldn't be much better.","",""
"Zzzzzzzzperson",09-Apr-2017,5,"THE BEST","Love this app and use it probably more than I should lol. Been able to try so many different restaurants and have yet to be disappointed.","",""
"Sitton mchawk",09-Apr-2017,5,"Chef bno 👍🏽👍🏽👍🏽","Awesome app. Use it everyday I get hungry","",""
"Heartmarissa",09-Apr-2017,5,"Convenient","Perfect for my pregnancy cravings and I don't have to leave my house","",""
"Virgo 71",09-Apr-2017,5,"Hungry","Great app","",""
"DBurner2b",09-Apr-2017,3,"Awesome app except","Good","",""
"Mdawwhhhhdvgdfn",09-Apr-2017,5,"Best food app ever","I use the grub hub app about 8 times a week! Never had a problem! Love it so much!!!","",""
"Martha081",09-Apr-2017,5,"The best","Love it excellent App","",""
"wakartist",09-Apr-2017,5,"Great so far","Used service quite a few times now, sometimes food comes later than estimate and sometimes early. App itself always worked fine with no problems. Mostly Middle East and Chinese and Mexican but I love them cuisines. And they keep adding new places.","",""
"CAC926",09-Apr-2017,5,"Grub Hub to the rescue!","My husband and I love GrubHub! We order using the app at least once a week. It's super convenient and offers a great selection of restaurants. We've been using the app for about 5 years now and have only had 4 issues with orders/restaurants, which the customer service agents have always taken care of quickly. Their customer service agents are friendly and responsive. We also really appreciate the discount codes and Yummy Rummy prizes we get for being loyal customers! Thank you, Grub Hub!","",""
"I HATE GRUBHUB",09-Apr-2017,1,"Stealing Money","I ordered food from a restaurant and I gotta call from the restaurant 15 minutes later and they told me they didn't have what I ordered so I basically just paid for food that I can't eat!!! These restaurants need to take the food off the menus if they don't have it on that day 
P.S. If you live in Philadelphia please don't order from Just to Serve ... Horrible Service","",""
"Ten- 4",09-Apr-2017,5,"Excellent","Love the gH app so convenient and easy to use, food gets here in time!","",""
"doook",08-Apr-2017,4,"Good app","Yeah.","",""
"YasirA",08-Apr-2017,4,"A far so good","Used them twice. So far so good. Timely and courteous.","",""
"Paprika F",08-Apr-2017,5,"Easy to use, does the job","Easy to use, does the job.","",""
"jOtMe",08-Apr-2017,5,"I love GrubHub","That is all. Good for my belly but bad for my wallet because they make ordering food so easy!","",""
"Sloppy McPunchy",08-Apr-2017,2,"Hub review","Second time in 50 days where a posted restaurant does not receive order or doesn't deliver to my area...why would it be placed in ""to order from"" if indeed it doesn't..? 40& bucks not going to the establishments in both cases. Hungry families finding other means to snack doesn't do the app any good. Service good all around but where's the customer incentives? No coupon codes??","",""
"StephanieV589",08-Apr-2017,5,"I love this app!","I have been using Grubhub for about three months 2-3 times a week and every time has been terrific (with the exception of one time, but the restaurant did call to let me know the food would be late). I would definitely recommend this app!","",""
"Lulabeesinc",08-Apr-2017,5,"Very helpful!!!!","I love it","",""
"ChrisLanausse",08-Apr-2017,5,"Love it","I have not had issues with the app. I have had issues with restaurants but GrubHub usually tries to resolve the issue. If it cannot be resolved, they always refund. I use the app all the time and I'm glad to have it. Life saver when I have no idea what to get in the area.","",""
"Brebre212",08-Apr-2017,5,"5 Stars!","Great app and great customer service.","",""
"habs0429",08-Apr-2017,5,"Solid service","Rarely have any problems or miscommunications. When they do occur, GH tends to be proactive about fixing the issue as best as possible.","",""
"an",08-Apr-2017,5,"great stuff i love food","great","",""
"Man of the Desert",08-Apr-2017,3,"Great App, but More Restaurants","Ease-of-use, quick response, and an altogether terrific set up doesn't disguise the fact that the restaurant listings in Palm Springs and the Coachella Valley are mighty meager at present. Hopefully that will change soon.","",""
"LizzyBaybe19",08-Apr-2017,4,"App","Great App Very Convenient","",""
"iamJTWood",08-Apr-2017,5,"Best food delivery, period.","Even when I've had an order go wrong, which is rare, their customer service team has been so nice and personable, it's great to feel like a friend has got you.","",""
"The-beav",08-Apr-2017,5,"Convenient","Great app. Easy to use. Convenient.","",""
"Jfsmith1222",08-Apr-2017,4,"Great App!","Love using the app and love the convenience.  App is very easy to use and understand.  I only wish there was some photography of menu items","",""
"Post grad",08-Apr-2017,5,"Love em","Gotta love the funny updates while you wait! I order off this wayyy too often - I'm probably paying Mr GrubHubs salary.","",""
"mustaphamond",08-Apr-2017,4,"Much better than interacting with humans","Humans are the worst.","",""
"Zeeshep",08-Apr-2017,5,"Addicted","This app is perfect for the antisocial, traffic hating foodies that are willing to pay a little extra for it (delivery minimums and fees). Its as simple as browsing restaurants based on your filter, then the menu, then pay! You get to wait in the comfort of your own home, often less than the estimated time.","",""
"smc22",08-Apr-2017,3,"DoorDash is better","At least it is where I live. Tracking your order is terrible. You basically know that they got the order and then you have to guess when your food is going to get there. The arrival time changes constantly. 

DoorDash updates you at every stage of the order. When they are starting on your order, when the driver has picked it up... even when the driver is approaching your door. I don't understand how they don't have that functionality with GH.","",""
"One Pleased Player",08-Apr-2017,5,"Hard week? Welp, here's the delivery app for you.","Easy. Quick. Simple. 😋👍

Note:
The app itself is excellent; but the delivery time depends on the restaurant you order from. A late delivery isn't the app's fault. I'm assuming that delivery drivers must have to update your order en route to give you a more accurate time frame.","",""
"Dr.Schabbs",07-Apr-2017,5,"Grub Hub best think since sliced bread","Love this app. It can't get any easier than this to order food. I can't say anything bad about it. It's perfect. I can just hope more restaurants throw their hats into the ring and get on board. The best app ever. I wish every restaurant come on board.","",""
"Tilly_bean",07-Apr-2017,5,"Never had a problem","Use the app way too much :P","",""
"Sakura64",07-Apr-2017,5,"Love it","Love Grubhub!! Use it all the time thought it's made me gain a little weight lol","",""
"Micky Incera",07-Apr-2017,5,"Like love love","It's so easy to use the app. I have not been disappointed","",""
" Mila Mila",07-Apr-2017,3,"Just ok","It's an app that helps you find and purchase food. There's really nothing to rate, it's not good or bad it just does the job end of story. Any issues you might have is always the restaurant's fault not the app. So it's cool.","",""
"KeepinUpWithM",07-Apr-2017,5,"Great","Great service , i love that they have almost every food that i'm looking for","",""
"JanGH21",07-Apr-2017,5,"J'adore","Grubhub > postmates, seamless, caviar, etc.","",""
"Ledogboy",07-Apr-2017,1,"Getting worse, all the time","Grubhub seems to be getting worse as time goes on. Right now, I have been waiting for food from a joint that is known for quickness (you get your food within minutes of ordering any time you eat there). It has been an hour and a half. This is not unusual and it's getting to the point that I have to stop giving GH a chance. On top of long wait times, they have started pushing advertisements to me- i.e.: hey it's been awhile since you ordered from ""x"" restaurant, you should do it tonight! No, no I shouldn't, and stop interrupting me while I'm at work with an ad.

Update- like a sucker, I tried them one more time. It's been an hour and a half and counting. Grubhub is garbage. Deleting as soon as my cold food arrives.","",""
"Boy Nurse",07-Apr-2017,4,"Easy To Use","Useful if you're stuck in the at work in the hospital and can't leave, drivers are always very nice. The restaurants seem a little unorganized and have made order errors.","",""
"Milopez3",07-Apr-2017,5,"Convenient service","It is extremely convenient to use. Unlike other delivery services it provides you with update on the status of your order. Additionally I like that you can pretty much order from any local place without having to call them directly, you have the menu on hand and the service charge and tip is already included with the order.","",""
"Haitian God",07-Apr-2017,4,"Great app","Has its moments","",""
"Nikhil Kedia",06-Apr-2017,1,"Coupons never work","This app is pathetic, I have received your promotional code for 1st order, and I am trying to use that code since a month now. It always gives me the error of Empty fields even after I have given all my details. No other app has this problem. Anyways this app is almost a carbon copy of Eat24. It would be great if you can just make it work like it.","",""
"Hrshepard",06-Apr-2017,5,"Very user friendly","I used to struggle to find a place to eat and find the correct pricing and hours. Grub hub does it all for you. Occasionally I have had issues but they have been the fault of the restaurant and grub hub has been able to help me rectify any issue I've had. They are immediately available. They've even reached out to me when I was unaware of an issue on Christmas Eve. Great customer service.","",""
"Nikkibet",06-Apr-2017,2,"Horrible app","Worst app. Will never place an order for delivery again. Always change it to pick up. I'd rather go and pick it up and save 3 hours of my time and have hot food. Love the restaurant options they offer but hate the app.","",""
"thisISmartinJR",06-Apr-2017,5,"EXCELLENT","Always on time !! 💙💙💙 I'm in love. #one","",""
"Sammyswank",06-Apr-2017,1,"Has never worked","I forgot to uninstall this app a few months ago when I tried 3 nights in a row to order to no avail. Just tried again and it seems to have acquired a new feature! Not only does spit out an error everyt time I try to order but now it still process my PayPal payment... So I don't get food AND I get to pay for it. Just wonderful","",""
"RandomCC",06-Apr-2017,5,"Super easy and convenient","You can track your order, only have to put in payment information once, only have to sign in once, get notifications, can call the restaurant and Grubhub Customer Service all from the app. Mega useful when I don't feel like using my computer or am on the go :)","",""
"Hotammer",06-Apr-2017,1,"Complete bait and switch promotions!","BEWARE BAIT AND SWITCH PROMOTION 

I picked up their business card promotion for first timers. &10 off. Grabbed 4 to get other friends on too!  Can only use first time so I wasn't trying to pull anything. 

NOT ONE CODE WORKED. 

All stamped good until 5/31/17 for a The Burger Guild. 

I spent 50 minutes to try to fix it. No fix. Tried a week later and called same thing.","",""
"Alice_Madhatter",06-Apr-2017,5,"I would have starved to death","I really would have starved to death because sometimes my disability causes food prep problems and I can answer the door in my pj and no one seems to judge. Thanks Grubhub!","",""
"xAgyex",06-Apr-2017,5,"Great app","Love that I can order food from anywhere.","",""
"Mgsweiss",06-Apr-2017,4,"Physician","I use Grubhub religiously! No matter if I'm home, visiting family or traveling I can rely on this app to give me the closest restaurants with filters for cuisines, distance and delivery options without issue. It's easier then collecting me IRS while traveling and the front desk gives you one, or googling and calling a million places and by that time you aren't in the mood to eat. There have been times I have had to wait longer than expected for my order but I call and they fix the problem or give me a promo for my service issue. Also, if you are ordering from a major restaurant during their busy hours of course it's expected.","",""
"christina69",06-Apr-2017,5,"Easier than taking a toddler to lunch","It takes a while to get your order but packing up a little one and going out for lunch takes forever too ☺","",""
"Dmac9679",06-Apr-2017,5,"Great app for quick food","The app is great, I just wish there were more restaurants near my house.","",""
"Chlobear_x3",06-Apr-2017,5,"Honestly guys","I didn't really know what to expect with this app and I never thought I could order nachos but now I can. The fact I'm not limited to Chinese or pizza is so great Yeo 😭😭😭","",""
"AHJ1402",06-Apr-2017,1,"Horrible!","This service is the worst I've ever used. The ETA is constantly changing, there is no way for the customer to even be in contact. I don't understand how it could take more than 2.5 hours to deliver a sandwich from subway which isn't even a mile away! The charges are stupidly high and they charge you service tax and the service they provide is close to non existent. Don't ever make the mistake and use this.","",""
"Levy1988",06-Apr-2017,5,"App good","I like it","",""
"NycAYEJAY",06-Apr-2017,5,"Awesome","Awesome.","",""
"Sszmyers",05-Apr-2017,5,"Great App for delivery","Easy to use and very easy to sort and filter options.","",""
"Simple, intuitive...THE BEST",05-Apr-2017,5,"GrubHub to all, and to all a good night!","'Twas the morn after drinking when all through the night
Not a brain cell was stirring, and my stomach felt light
When the keg had been kicked and the liquor run dry, 
The thought of pizza caused a twinkle in my eye
And not just a pizza of the literal shroud,
But a metaphor for options all found in the cloud!
With Grace on the floor and Joe's head in the sink,
I used all my strength and tried hard just to think...
""Is it best for the group"", I thought to myself,
""to eat pizza or wings on the cheap or top shelf?""
And so began the Sisyphusean struggle
To get a consensus out of a drunken huddle.
From the floor: ""Wings from Axis!""  Grace zealously squeals
From the sink: ""Pizza from..."" [Joe throws up as he kneels]
""I want a milkshake!"" comes loudly from the right
On the left: ""You got a milkshake at the club just last night!""
From somewhere above: ""Can't we all just get along?""
From below: ""Hell no, his choice is so wrong!""
And that's when I choose to come intervene:
""Guys, settle down, we're living the dream!
In the olden days, when the world was 2D,
You had to call and order, not tap on a screen!
So why do we argue, or say someone's wrong?
In drunk eating, we all win! So sing the same song!""
The group grew silent, save Joe throwing up
They all looked at each other, and said ""Order up!""
GrubHub to the rescue! We all chose our meals
And 40 minutes later, they arrived on 4 wheels!
As we all quite savagely tore into our platter,
Grace sulked in the corner, so I asked ""What's the matter?""
""We never said Grace! This food is a blessing!""
""Grace!"" Yelled Kevin, face full of Ranch Dressing.
""No, she's right,"" said Joe, ""appreciate we must,
for the good fortune that GrubHub to us did entrust.""
We thank you, GrubHub, for your food-serving cars,
and for incredible service, we give you 5 stars!","",""
"Rahburry",05-Apr-2017,2,"Expansive yet slow","Pros:
Has tons of restaurants!

Cons:
-The app is slow and clunky.
- It removes orders entirely if I get distracted and have to lock my phone for a moment or minimize the screen.","",""
"Charles & Co",05-Apr-2017,3,"Restaurant is OK.... Grubhub Promo Codes expire too quickly","Tired of getting useless promo codes that are expired before I even open the email.","",""
"nsaneknutkase",05-Apr-2017,3,"Depends on the day","So far I haven't had horrible service by any means. But the times aren't always accurate. If that were to be improved, I would definitely give this app a 5! Hands down! Because other than timing, it's fantastic!!","",""
"bboisjoli",05-Apr-2017,1,"Super dumb","What I don't understand is the fact that my friend drives for grub hub around me in new London CT and it's now 12:22, and Wendy's is open till 2 am, and when I open the app is says that there are no restaurants open near me..... Wendy's is 1.7 miles away from me.... jeez","",""
"Rambler247",05-Apr-2017,3,"Delivery Times wrong constantly","If you like to wait a long time for your food this app is for you.  Every time I order it is usually an hour wait predicted.  After typically 45 min I get an update on the order that adds another 30 min onto the original hour.   Typically it takes even longer after the 90 min wait.  I have tried this in 4 major cities with many different restaurants and the results have been the same across the board.  Enjoy your wait time.","",""
"SeaPlusMe",05-Apr-2017,5,"Incredibly convenient","Very well made app, lots of choices and excellent results.","",""
"memevida",05-Apr-2017,5,"Easy to use!","👌🏾","",""
"MollyJim",05-Apr-2017,5,"Very user-friendly","Easy to find restaurants, reorder favs, and make payments. No complaints at all!","",""
"Mmbughau",05-Apr-2017,4,"Great App","Great service, however wish there were cheaper options.","",""
"djk1122",05-Apr-2017,5,"Love this app","It makes everything so much simpler. And yay discount codes!","",""
"Tine18654",04-Apr-2017,5,"Da best!","Best app for ordering food in Chi...","",""
"BB of LA,Cali",04-Apr-2017,5,"Love this app","Great options of places to order all types of food and it's easy to use and saves time especially if you have a busy schedule.","",""
