Username,Date,Star Rating,Title,Review Comment,Review Link,User Profile Link
"Andy.mademecreateanothername",12-Apr-2017,2,"Disappointed/soggy food","I ordered Baja Fresh one of my favorite places to eat. Paid the &9.99 delivery fee. First, it took over an hour and a half to get here. Second, the tacos and burritos I ordered were wet,soggy,and cold. They did send me a text saying my food was late and they ""gave me free grub"" which turned out to be chips. I gave them another star just for the notification. But,anyone that enjoys Mexican food knows it needs to be warm at the MINIMUM. I understand it's delivery, but if you can't deliver decent hot food don't deliver it.","",""
"lornajay224",12-Apr-2017,3,"50/50","It's about a 50/50 chance if my order actually gets placed correctly thought the GrubHub system and gets to the restaurant as it should. On many occasions, I've placed and order and it never actually gets to the restaurants system, thus no food. I always get a &5 credit, which would be fine if this didn't happen so often. When the order does get placed correctly, the app is great but honestly it's getting to be pretty frustrating.","",""
"Alisnacks",12-Apr-2017,5,"An easy go-to","I've never had a problem with Grubhub! Its an easy app to decide what to eat and order quickly. Delivery times can vary but that's hard to pin on the delivery service vs the restaurant. Overall, no complaints.","",""
"Kempe1998",12-Apr-2017,5,"Great App Great Service","Very easy to use.  Good response when there is a problem.  Had a problem with my order and Grub Hub called me to let me know and refunded my money.","",""
"Nyfinest32",12-Apr-2017,5,"Great service","I use Grubhub all the time with no issues. All the people giving Grubhub 1 star because of food arriving late or not arriving at all need to realize that's not Grubhub's fault. Blame the restaurant. Grubhub is the middle man!","",""
"Hungrybx",11-Apr-2017,5,"Like it","Works when I'm hungry thanks","",""
"Malinklater",11-Apr-2017,5,"Love it!","So convenient!","",""
"Keedibgfabolus",11-Apr-2017,5,"Works well","Does exactly what I need it to","",""
"Hdkshcjsbs",11-Apr-2017,5,"Convenient","I love this app it's so easy to order from local restaurants","",""
"Big_sac",11-Apr-2017,1,"They don't want your business","This is a horrible company with horrible service. And that was before the CEO let us know what he thinks of the majority of people in this country that voted for Donald Trump. He doesn't want Trump supporters working for him and he doesn't want Trump supporters as customers. Let's help grant his wish.","",""
"rodger clan",11-Apr-2017,5,"EAsy","Easy to get food from wherever you happen to be. The app uses your location and finds all the places around you that deliver and blamo there's your food at your door 30min later yay mmmmm","",""
"Alexishenry05",11-Apr-2017,5,"Convenient","This app is the best thing ever!!","",""
"Huh7777777",11-Apr-2017,5,"Great app","So easy and quick","",""
"Chris5489",11-Apr-2017,4,"Good app, okay service","Some deliveries on time, some not. Once had to wait 2.5 hours when estimated at 45 minutes.","",""
"Janaydaz Mama",11-Apr-2017,4,"Pretty Good","I've used Grubhub numerous times and majority of the time they had my order right. But I use many other apps for food so I just alternate.","",""
"MotherRae",11-Apr-2017,4,"Love it!","I use grub hub all the time. Some restaurants need to make their menu a little more clear so the order isn't wrong, but besides that I haven't had too many problems with it.","",""
"BeFree15",11-Apr-2017,5,"Must have app","I've been using this app for years and it never fails.  I use it multiple times a week.","",""
"Kristabelle74",10-Apr-2017,5,"Excellent!","I use Grub Hub several times a week. Super easy to use and never have any problems, however I REALLY wish there were more restaurant options in my area - Royersford, PA","",""
"GH Fanatic",10-Apr-2017,5,"RELIABLE","I've been using this app for years. Love love LOVE the convenience. Extremely RELIABLE. Thanks GRubHub for ALWAYS delivering.","",""
"Sit ysl",10-Apr-2017,5,"Amazing.","It's so easy and convenient to order food","",""
"Honey Haircare",10-Apr-2017,5,"Satisfied User","This app is very convenient, easy to understand and use. Even if you need adjustments to your food the notes at the bottom help you communicate with the restaurant without having to call. Only one thing I think should be updated is confirmation of order before collecting the payment. I've had to wait for a refund on payments because the restaurant didn't have available what I want. That's an inconvenience","",""
"Cfrazie9qrt",10-Apr-2017,5,"Wowwwwww","Dang this app is straight FIRE. Food? Yep. Great customer service? Check. Easy to use app? Check check! Love everything about Grubhub cause when I'm hungry they're there.","",""
"MeLaneyZell",10-Apr-2017,5,"Food delivery is amazing.","Heroes.","",""
"Kailin63",10-Apr-2017,3,"Could use improvement","I use GH a lot as I don't have a car and don't always want to bus somewhere to get food.

For the two years I've been using it, my main complaint is that the app doesn't display restaurant hours and will still allow you to order from closed restaurants. So you end up ordering food and then it never shows up until the next morning (or sometimes not at all).
It's happened around 6-7 times, so I've taken to checking google for the hours and calling the restaurant if it's within an hour of closing time.

It's not a huge hassle, but it's still inconvenient for everyone involved.","",""
"Jrock415",10-Apr-2017,5,"🤙🏾","Its a great app. Lazy dining at its best.","",""
"Freeangela",10-Apr-2017,5,"Great customer service good variety!","Love GH's friendly positive vibe. Great variety of food deliveries (though restaurant food quality varies)","",""
"Elishia S.",10-Apr-2017,5,"Single Lifestyle","I love having the option to be able to order food for me and my friends and my family....My lifestyle doesn't always allow me to cook to entertain my guests so this is a awesome option . Thank you Grubhub!!!!","",""
"Phat Pat w/ a P",10-Apr-2017,5,"So easy!","Love this app!  It makes my busy life so easy!  Wouldn't change a thing.","",""
"Renee764256",10-Apr-2017,1,"Never. Again.","I had been using Uber Eats because they are much more timely and nice, and randomly decided to use a Grub Hub for this order- Massive Mistake. 
My food was WELL over 1 hr late and arrived cold. When I called Grub Hub customer service- she was extremely rude, had me on the phone for about 20 minutes, and only offered a &5 Grub Hub code for my next delivery-which I will never use-bc I will only use Uber Eats from now on. 
When I asked customer service to reimburse the &5 back to my original payment method she was even more rude. Worst experience. 
Unacceptable.","",""
"Wildcamelbrainz",09-Apr-2017,5,"Convenient","...","",""
"misshansford",09-Apr-2017,3,"Enlightened","I was not aware grub hub has their own drivers. It totally changes how I feel about the app. I always thought it was the restaurants that were taking almost 2 hours for delivery. However, the app is convenient if you're willing to withstand the wait time. I've kind of learned to order before doing certain things so the wait time doesn't bother me. Nothing is perfect as of now I will continue to use Grubhub.","",""
"Kaaa10!",09-Apr-2017,4,"Good variety, pretty reliable","Generally very reliable. Responds quickly to complaints.","",""
"BagelBeliever",09-Apr-2017,5,"My go to","It's good","",""
"Cam21cam21",09-Apr-2017,5,"Amazing","Love Grubhub!!'","",""
"GirlgamerJr",09-Apr-2017,5,"Next to perfect","Delivery is ontime, pickup is there. Why I said 'next to' is because on ONE OCCASION out of the several several times I have used it before they used the wrong sauce on the pasta even when I ordered it with a different kind. Don't blame grub hub for this because I believe that it was the restaurant. 

Super easy to use with a one and done. Delivery you just have to sign it. Couldn't be much better.","",""
"Zzzzzzzzperson",09-Apr-2017,5,"THE BEST","Love this app and use it probably more than I should lol. Been able to try so many different restaurants and have yet to be disappointed.","",""
"Sitton mchawk",09-Apr-2017,5,"Chef bno 👍🏽👍🏽👍🏽","Awesome app. Use it everyday I get hungry","",""
"Heartmarissa",09-Apr-2017,5,"Convenient","Perfect for my pregnancy cravings and I don't have to leave my house","",""
"Virgo 71",09-Apr-2017,5,"Hungry","Great app","",""
"DBurner2b",09-Apr-2017,3,"Awesome app except","Good","",""
"Mdawwhhhhdvgdfn",09-Apr-2017,5,"Best food app ever","I use the grub hub app about 8 times a week! Never had a problem! Love it so much!!!","",""
"Martha081",09-Apr-2017,5,"The best","Love it excellent App","",""
"wakartist",09-Apr-2017,5,"Great so far","Used service quite a few times now, sometimes food comes later than estimate and sometimes early. App itself always worked fine with no problems. Mostly Middle East and Chinese and Mexican but I love them cuisines. And they keep adding new places.","",""
"CAC926",09-Apr-2017,5,"Grub Hub to the rescue!","My husband and I love GrubHub! We order using the app at least once a week. It's super convenient and offers a great selection of restaurants. We've been using the app for about 5 years now and have only had 4 issues with orders/restaurants, which the customer service agents have always taken care of quickly. Their customer service agents are friendly and responsive. We also really appreciate the discount codes and Yummy Rummy prizes we get for being loyal customers! Thank you, Grub Hub!","",""
"I HATE GRUBHUB",09-Apr-2017,1,"Stealing Money","I ordered food from a restaurant and I gotta call from the restaurant 15 minutes later and they told me they didn't have what I ordered so I basically just paid for food that I can't eat!!! These restaurants need to take the food off the menus if they don't have it on that day 
P.S. If you live in Philadelphia please don't order from Just to Serve ... Horrible Service","",""
"Ten- 4",09-Apr-2017,5,"Excellent","Love the gH app so convenient and easy to use, food gets here in time!","",""
"doook",08-Apr-2017,4,"Good app","Yeah.","",""
"YasirA",08-Apr-2017,4,"A far so good","Used them twice. So far so good. Timely and courteous.","",""
"Paprika F",08-Apr-2017,5,"Easy to use, does the job","Easy to use, does the job.","",""
"jOtMe",08-Apr-2017,5,"I love GrubHub","That is all. Good for my belly but bad for my wallet because they make ordering food so easy!","",""
"Sloppy McPunchy",08-Apr-2017,2,"Hub review","Second time in 50 days where a posted restaurant does not receive order or doesn't deliver to my area...why would it be placed in ""to order from"" if indeed it doesn't..? 40& bucks not going to the establishments in both cases. Hungry families finding other means to snack doesn't do the app any good. Service good all around but where's the customer incentives? No coupon codes??","",""
"StephanieV589",08-Apr-2017,5,"I love this app!","I have been using Grubhub for about three months 2-3 times a week and every time has been terrific (with the exception of one time, but the restaurant did call to let me know the food would be late). I would definitely recommend this app!","",""
